Drug_name,drug_approved,drug_withdrawn,drugBank_id,cancer,comment,num_trials_similar_drug,original_num_trials,moa,target,disease.area,indication,phase,description,cancer_desc
Etravirine,True,False,DB06414,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,non-nucleoside reverse transcriptase inhibitor,"CYP2C19, CYP2C9, CYP3A4",infectious disease,human immunodeficiency virus (HIV-1),Launched,"Etravirine is an antiretroviral agent more specifically classified as a Non-Nucleoside Reverse Transcriptase Inhibitor(NNRTI). Etraverine is used clinically for the treatment of human immunodeficiency virus type 1 (HIV-1) infection. 
On January 18, 2007, the FDA granted accelerated approved for the use of etravirine 100mg tablets in the treatment of adult HIV-1 infection documented to be resistant to therapy with other NNRTIs and antiretroviral agents. On March 26, 2012, approval was extended for use in treatment-experienced pediatric patients 6 to 18 years of age, weighing at least 16 kg. Etravarine must always be used in combination with other antiretroviral drugs. 

Etravirine exerts its effects via direct inhibition of the reverse transcriptase enzyme of human immunodeficiency virus type 1 (HIV-1), and consequently blocks DNA-dependent and RNA-dependent polymerase activity. Etravirine does not inhibit human DNA polymerase alpha, beta or gamma. 

Common side effects of use include mild to moderate rash within the first 6 weeks of therapy, nausea, diarrhea and peripheral neuropathy. Patients are advised to immediately contact their healthcare provider if a rash develops. 

In 2009, postmarketing case reports of Stevens-Johnson Syndrome, toxic epidermal necrolysis, erythema multiforme, and other hypersensitivity reactions lead to a revision of etravirine's ""Warnings and Precautions,"" as well as notification of health care providers. 

In 2013, reports of Autoimmune disorders (such as Graves’ disease, polymyositis, and Guillain-Barré
syndrome) in the setting of immune reconstitution, as well as more in depth information about the development of rashes in patients taking etravirine, lead to a modification of etravirine's monograph.",False
Cangrelor,True,False,DB06441,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Cangrelor is an intravenous, direct-acting, reversible P2Y12 inhibitor for patients undergoing percutaneous coronary intervention (PCI) who have not been yet treated by oral P2Y12 inhibitors. An advantage Cangrelor provides over oral P2Y12 inhibitors (such as prasugrel, ticagrelor, and clopidogrel) is that it is an active drug not requiring metabolic conversion therefore providing a rapid onset and offset of action. Cangrelor was approved by the FDA in June 2015 for intravenous application.",False
Ceftaroline fosamil,True,False,DB06590,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Ceftaroline fosamil is a cephalosporin antibacterial indicated for the treatment of the following infections caused by designated susceptible bacteria:
Acute bacterial skin and skin structure infections. 
Community-acquired bacterial pneumonia.",False
Agomelatine,True,False,DB06594,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"melatonin receptor agonist, serotonin receptor antagonist","HTR2A, HTR2B, HTR2C, MTNR1A, MTNR1B",neurology/psychiatry,depression,Launched,"Agomelatine is structurally closely related to melatonin. Agomelatine is a potent agonist at melatonin receptors and an antagonist at serotonin-2C (5-HT2C) receptors, tested in an animal model of depression. Agomelatine was developed in Europe by Servier Laboratories Ltd. and submitted to the European Medicines Agency (EMA) in 2005. The Committee for Medical Products for Human Use (CHMP) recommended refusal of marketing authorization on 27 July 2006. The major concern was that efficacy had not been sufficiently shown. In 2006 Servier sold the rights to develop Agomelatine in the US to Novartis.

The development for the US market was discontinued in October 2011. It is currently sold in Australia under the Valdoxan trade name.",False
Tafenoquine,True,False,DB06608,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,antimalarial agent,,,,Phase 3,"Tafenoquine is an 8-aminoquinoline analogue of primaquine which varies only on the presence of a 5-phenoxy group.[A35671, A35690] It was discovered by the scientists at the Walter Reed Army Institute of Research in 1978 as a substitute for primaquine that would be more effective against relapsing vivax malaria.[A35690] Tafenoquine was further developed collaboratively between GlaxoSmithKline and Medicines for Malaria Venture.[A35677] It was FDA approved on July 20, 2018.[L3770]",False
Safinamide,True,False,DB06654,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"dopamine uptake inhibitor, glutamate inhibitor, monoamine oxidase inhibitor",MAOB,neurology/psychiatry,Parkinson's Disease,Launched,"Safinamide is  for the treatment of parkinson's disease. It was approved in Europe in February 2015, and in the United States on March 21, 2017.",False
Vilazodone,True,False,DB06684,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,serotonin reuptake inhibitor,"DRD2, DRD3, HRH1, HTR1A, HTR4, SLC6A4",neurology/psychiatry,depression,Launched,"Vilazodone is a novel compound with combined high affinity and selectivity for the 5-hydroxytryptamine (5-HT) transporter and 5-HT(1A) receptors[Label,A177622]. Vilazodone may also be associated with less sexual dysfunction and weight gain[A6947]. Vilazodone was given FDA approval on January 21, 2011[L6046,A177622].",False
Mepyramine,True,False,DB06691,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,histamine receptor antagonist,HRH1,"otolaryngology, obstetrics/gynecology","common cold, menstrual pain",Launched,"Mepyramine, or pyrilamine, targets the H1 receptor. It is a first generation antihistamine. However, it rapidly permeates the brain and so often causes drowsiness as a side effect. It has been found in over-the-counter combination products for colds and menstrual symptoms, but is considered to be an unapproved prescription medication used for cough, cold, or allergic conditions.",False
Betahistine,True,False,DB06698,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"histamine receptor agonist, histamine receptor antagonist","HRH1, HRH3",neurology/psychiatry,Meniere's disease,Launched,"Ménière's disease is a progressive disease of the inner ear characterized by vertigo, tinnitus, and hearing loss. It has a significant impact on both the physical and social functioning of affected individuals.[A220318,L16408] 

Betahistine is a histamine-like antivertigo drug used for treating symptoms associated with Ménière's disease. It is thought to reduce symptoms through its actions on histamine receptors.[A220333,L16403] Betahistine was first approved by the FDA in the 1970s but withdrawn within approximately 5 years due to a lack of evidence supporting its efficacy.  It is currently marketed in Canada by various companies, including Teva Pharmaceuticals.",False
Iobenguane,True,False,DB06704,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,antineoplastic agent,,"oncology, cardiology, endocrinology","neuroblastoma, congestive heart failure, pheochromocytoma",Launched,"Synthetic guanethidine derivative that locates phaeochromocytomas and neuroblastomas. The radioisotope used can either be iodine-123 for imaging or iodine-131 for destruction of tissues that metabolize noradrenaline. Iodine 123 is a cyclotron-produced radionuclide that decays to Te 123 by electron capture. Images are produced by a I123 MIBG scintigraphy. FDA approved on September 19, 2008.",False
Isometheptene,True,False,DB06706,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,Isometheptene is a sympathomimetic drug which causes vasoconstriction. It is used for treating migraines and tension headaches.,False
Lumefantrine,True,False,DB06708,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Lumefantrine is an antimalarial agent used to treat acute uncomplicated malaria. It is administered in combination with artemether for improved efficacy. This combination therapy exerts its effects against the erythrocytic stages of <i>Plasmodium spp.</i> and may be used to treat infections caused by <i>P. falciparum</i> and unidentified <i>Plasmodium</i> species, including infections acquired in chloroquine-resistant areas.",False
Nilvadipine,True,False,DB06712,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,calcium channel blocker,"CACNA1C, CACNA1D, CACNA1S, CACNA2D1, CACNA2D3, CACNB2",cardiology,"hypertension, cerebral artery occlusion",Launched,Nilvadipine is a calcium channel blocker (CCB) for treatment of hypertension.,False
Norelgestromin,True,False,DB06713,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,PGR,endocrinology,contraceptive,Launched,Norelgestromin is a drug used in contraception. Norelgestromin is the active progestin responsible for the progestational activity that occurs in women after application of ORTHO EVRA patch.,False
Potassium Iodide,True,False,DB06715,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,Saturated solution of Potassium Iodide (SSKI) is used pharmaceutically for emergency use in patients experiencing acute symptoms of severe hyperthyroidism (also known as thyroid storm or thyrotoxic crisis). SSKI can also be used for radioiodine-contamination emergencies or in preparation of thyrotoxic patients for thyroidectomy.,False
Fospropofol,True,False,DB06716,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"Fospropofol is a water soluble prodrug and is converted to propofol in the liver. Fospropofol is a short acting hypnotic/sedative/anesthetic agent. Unlike propofol, does not cause injection-site pain as it is unable to activate TRPA1. FDA approved in December 2008.
Fospropofol is a Schedule IV controlled substance in the United States under the Controlled Substances Act.",False
Stanozolol,True,False,DB06718,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,androgen receptor agonist,AR,hematology,anemia,Launched,"Stanozolol is a synthetic anabolic steroid with therapeutic uses in treating hereditary angioedema. Stanozolol is derived from testosterone, and has been abused by several high profile professional athletes.",False
Aluminum hydroxide,True,False,DB06723,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,Aluminum hydroxide is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects.,False
Sulfaphenazole,True,False,DB06729,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,dihydropteroate synthetase inhibitor,DHPS,infectious disease,urinary tract infections,Launched,Sulfaphenazole is a sulfonamide antibacterial.,False
Ambroxol,True,False,DB06742,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,sodium channel blocker,CYP3A4,pulmonary,bronchitis,Launched,"Ambroxol is a secretolytic agent used in the treatment of respiratory diseases associated with viscid or excessive mucus. It is the active ingredient of Mucosolvan, Lasolvan or Mucoangin. The substance is a mucoactive drug with several properties including secretolytic and secretomotoric actions that restore the physiological clearance mechanisms of the respiratory tract which play an important role in the body’s natural defence mechanisms. It stimulates synthesis and release of surfactant by type II pneumocytes. Surfactants acts as an anti-glue factor by reducing the adhesion of mucus to the bronchial wall, in improving its transport and in providing protection against infection and irritating agents.",False
